what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.jee,1.0.401.v201105122000,"org.eclipse.jst.jee",1335356007440
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1335356007970
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1335356009343
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1335356009374
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1335356009827
started,bundle,org.eclipse.wst.html.core,1.1.501.v201109080146,"org.eclipse.wst.html.core",1335356009952
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1335356010139
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1335356010732
started,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1335356010950
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1335356012370
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1335356013352
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1335356014039
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1335356014070
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1335356015193
opened,editor,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor.MavenPomEditor",1335356016566
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1335356016816
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1335356016972
started,bundle,org.eclipse.xsd,2.7.0.v20110606-0949,"org.eclipse.xsd",1335356017252
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1335356018532
activated,editor,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor.MavenPomEditor",1335356019405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335356047717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356048465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356049838
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335356051944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335356052631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356054752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356060275
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335356065079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356065906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356082271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356086842
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356094252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335356095172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335356098557
executed,command,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui.format.document",1335356099665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335356100289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356115842
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1335356304525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356602104
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356603944
error,log,,,"Unable to update index for central|http://repo1.maven.org/maven2",1335356631554
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356801302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356804122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356805842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356805962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356807292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335356807862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335357503884
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1335357508018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335357508674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335357509344
