what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335364704346
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335364706156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335364754059
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335364756336
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335364757163
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335364758910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335364760439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335364790079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335364791374
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335364850403
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1335364854241
closed,editor,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor.MavenPomEditor",1335364854241
closed,editor,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor.MavenPomEditor",1335364854319
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.closeAll",1335364854381
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335364856144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335364915654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335364918736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335365354190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365364209
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1335365364258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365384641
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365386210
started,bundle,org.eclipse.egit.mylyn.ui,2.0.0.201204230554,"org.eclipse.egit.mylyn.ui",1335365388833
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365389896
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365403470
executed,command,org.eclipse.egit.ui,2.0.0.201204230554,"org.eclipse.egit.ui.team.Commit",1335365403585
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365410716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365411707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365415665
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365443644
executed,command,org.eclipse.egit.ui,2.0.0.201204230554,"org.eclipse.egit.ui.team.Commit",1335365443674
executed,command,org.eclipse.egit.ui,2.0.0.201204230554,"org.eclipse.egit.ui.team.Ignore",1335365455866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365467610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365468744
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365474931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365475118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365475161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365496097
executed,command,org.eclipse.egit.ui,2.0.0.201204230554,"org.eclipse.egit.ui.team.Commit",1335365496122
executed,command,org.eclipse.egit.ui,2.0.0.201204230554,"org.eclipse.egit.ui.team.RemoveFromIndex",1335365512501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365518065
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365520406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1335365520426
executed,command,org.eclipse.egit.ui,2.0.0.201204230554,"org.eclipse.egit.ui.team.Ignore",1335365529413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365537538
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365538630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365545915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365575836
executed,command,org.eclipse.egit.ui,2.0.0.201204230554,"org.eclipse.egit.ui.team.Commit",1335365575881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365576355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365577961
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335365987982
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335366009728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335366061336
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335366116089
